SizeRank,RegionID,RegionName,RegionType,StateName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
1436,25732,Manitowoc,City,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94920472,0.966183575,0.945494994,0.961538462,0.959736561,0.950633756,0.944132335,0.934579439,0.958211372,0.94,0.909810305,0.937183544,0.9543379,0.971045106,0.95065312,0.966666667,0.981812346,0.965794769,0.978212539,0.968942436,0.953684907,0.94017094,0.944444444,0.944951601,0.923037455
1437,12985,Niles,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938759682,0.929958799,0.953488372,0.95360745,0.953566098,0.952,0.931616595,0.971648136,0.942857143,0.960010378,0.91047041,0.934579439,0.923248053,0.9625,0.97038896,0.962298662,0.965842167,0.983263598,0.957987317,0.965116279,0.974710221,0.974224554,0.978213508,0.950790443,1,0.962962963,0.95206422,1,0.992945062,1,0.981632193,0.965517241,0.995449949,0.975,0.950202849,0.938086304,0.963235294,0.952928485
1438,26329,Oro Valley,City,AZ,0.917805183,0.876030829,0.916620345,0.901255854,0.869494335,0.878661088,0.920262932,0.862821408,0.915254237,0.912280702,0.895192604,0.893629332,0.888888889,0.873897436,0.853280957,0.851671159,0.887536056,0.918128655,0.881654759,0.876932988,0.913321093,0.928167877,0.904860393,0.90495338,0.905046248,0.921787879,0.938118624,0.899275362,0.921968837,0.90057362,0.940381011,0.947368421,0.953846154,0.953488372,0.95795636,0.94969697,0.944262295,0.937535607,0.947340706,0.95,0.950528071,0.932478632,0.935220588,0.937734434,0.945558739,0.94456593,0.944444444,0.951912368,0.964153384,0.927157895,0.956521739,0.947236745,0.947357724,0.936046512,0.941422594,0.935251799,0.942307692,0.945978549,0.947345542,0.95505618,0.948602967,0.927272727,0.952380952,0.954545455,0.935295219,0.943497653,0.954700855,0.948945148,0.950993613,0.9456,0.941553938,0.947619048,0.956857143,0.948648649,0.956448789,0.958077939,0.966869506,0.962566845,0.962962963,0.966666667,0.965499991,0.9660902,0.966666667,0.961533342,0.97,0.967863894,0.963897347,0.972272124,0.962962963,0.968397382,0.968208376,0.96884465,0.96953597,0.973383351,0.967591898,0.962059621,0.967424615,0.969406859,0.97,0.978537185,0.977654079,0.976884682,0.969646217,0.972613407,0.963319748,0.968227425,0.971428571,0.965965966,0.958732805,0.974745546,0.967551622
1439,46218,Lemoore,City,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958545062,0.995918367,0.984967318,0.978723404,0.977286543,0.968928831,0.947368421,0.981395349,0.983263598,0.964160678,0.948654399,1,0.979139111,0.971363636,0.992569585,0.988729658,1,0.959159884,0.983935743,0.993442623,0.978609626,0.977790082,0.967365466,0.965501159,0.98925528,0.992857143,0.965250965,0.989639157,0.960320107,0.980769376,0.945116323,0.964665441,0.990380561,0.981167686,1,0.982476024,0.984185817,1,0.983723188,1,0.979574823,0.98,0.980774889,0.981637293,0.976864838,1,0.975438596,0.998588899,0.987432675
1440,44500,Cedar Falls,City,IA,,,,,,,,,,,,,,,,,0.969209237,0.948103376,0.948816206,0.940250251,0.97852611,0.966953859,0.929802871,0.917889896,0.949598247,0.938356164,0.939597315,0.930900186,0.937300028,0.963739563,0.962406015,0.962343096,0.975242463,0.940922106,0.951182281,0.941398962,0.95,0.923140451,0.95384949,0.957446809,0.981651376,0.959383097,0.980821181,0.970935269,0.949595366,0.967272727,0.972897846,0.943752359,0.950528071,0.911624334,0.951919974,0.968085106,0.948238365,0.964137013,0.972067039,0.981877645,0.951964194,0.94128721,0.979661017,0.941172114,0.951534015,0.881870386,0.936463384,0.967309789,0.96130578,0.972373318,0.963442946,0.963141322,0.965957447,0.957773496,0.962298095,0.962616822,0.948602967,0.961908426,0.920245399,0.974626866,0.96726325,0.969687784,0.976138682,0.946745562,0.957978989,0.945212006,0.952092177,0.955055447,0.952360203,0.943859649,0.968472906,0.9622549,0.95600169,0.971595688,0.970421512,0.966228893,0.974661036,0.965985727,0.96441801,0.961538462,0.963252505,0.948812011,0.975513428,0.959671397,0.976479228,0.979973298,0.979222778,0.977260982,0.969230769,0.966429298,0.969450102,0.954515735,0.966981132,0.93953893,0.970588235
1441,6008,Moncks Corner,City,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9004914,0.95323741,0.940400744,0.986661592,0.931034483,0.942379478,0.9,0.914785049,0.892891056,0.929518826,0.945558739,0.959410431,0.98722186,0.966611204,0.930840898,0.978760405,0.957701584,0.933582289,0.967311541,0.942059191,0.977777778,0.981132075,0.958477509,0.977704851,0.987099322,0.982365746,0.977777778,0.98089172,0.974186201,0.981191038,0.997596154,0.972758152,0.98209584,0.981132075,0.975487744,0.982857143,0.976176971,0.96843751,0.979641982,0.98381797,0.973888889,0.979310345,0.964004044,0.969450721,0.973121688,0.981818182,0.996916752,0.993966339,0.989696809,0.996092224,0.989010989,0.985408806,0.979991997,0.963120056,0.984779113,0.968,0.96795291,0.988023952,0.984126984
1442,41298,Tucker,City,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945558739,0.935065732,0.939342175,0.957827019,0.930708854,0.879771093,0.900621118,0.975674651,0.938975892,0.945589193,0.936363636,0.956835863,0.952380952,0.958333333,0.950647455,0.966933833,0.949153892,0.943698454,0.950950951,0.943733333,0.941176471,0.942710918,0.961595068,0.961578203,0.950448285,0.952380952,0.951395844,0.960244648,0.916972324,0.930072318,0.964597229,0.905721475,0.943786982,0.964833694,0.962758621,0.972603107,0.963655771,0.96875,0.951984792,0.95578925,0.944323921,0.942798793,0.955272639,0.945454545,0.927963982,0.962754209,0.975097773,0.978947368,0.979991833,0.994000943,0.96422587,0.973044161,0.959362301,0.976867771,0.981751825,0.937890788,0.96527369,0.964168921,0.979994201,0.992015322,0.978865406,0.996428571,0.988033311,0.977777778,0.969954079,0.974120384,0.969774882,0.983327776,0.98911096,0.992352326,1,1,1,0.992493745,0.988016736,0.999161074,0.987878788,0.98089172,0.975949367,0.983955815,0.986995665,0.99122807
1443,15007,Buffalo Grove,City,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870189307,0.922330097,0.92348285,0.899795501,0.914687202,0.94037615,0.916367693,0.92254134,0.866205775,0.940691479,0.930729326,0.941883768,0.969990906,0.939177102,0.959065568,0.95625,0.948311797,0.951536399,0.952870072,0.908563135,0.957065399,0.956157163,0.964423096,0.959090909,0.962479796,0.96,0.95890411,0.94998603,0.951216526,0.935071124,0.939338491,0.932878235,0.948238365,0.930979495,0.933940774,0.952,0.964974982,0.954471545,0.956008437,0.945945946,0.940480669,0.938613319,0.926470588,0.922222222,0.912172573,0.926966292,0.961908426,0.952343653,0.960897265,0.960546867,0.962059621,0.95,0.953128814,0.941704036,0.950594255,0.93663914,0.902725681,0.931127357,0.957296589,0.953657895,0.964192839,0.973253428,0.965422664,0.958894725,0.93729708,0.950475238,0.934422232,0.943478261,0.943089431,0.966555184,0.940084954,0.960327869,0.973561986,0.97067303,0.959090909,0.959373837,0.956621005,0.945569663,0.923739401,0.907859079,0.9140625,0.915595437,0.948275862
1444,16040,Sykesville,City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925460123,0.975851401,0.971539209,0.968740231,0.992,0.992306509,0.966610925,0.975460123,0.981375358,0.970476085,0.955912698,0.963054939,0.940249846,0.953767585,0.981365927,0.99183061,0.969379905,0.984810127,0.964924637,0.954834798,0.962501203,0.98,0.955523404,0.94598209,0.935558167,0.941883768,0.960468356,1,0.971566009,0.972631579,0.972727273,0.965616046,0.966378828,0.970501475,0.936805335,0.926204175,0.935785737,0.944873322,0.948869584,0.977777778,0.99035608,0.98481491,0.978231293,0.970645332,0.971420406,0.97,0.967720693,0.968324535,0.962563703,0.951903808,1,0.988622989,0.987030117,0.980316539,0.983018868,0.976923077,0.968629085,0.972402297,0.980961685,0.952346205,0.96998,0.979591837,0.989704781,0.9933318,1,1,0.988531769,0.985663082,0.968835774,0.982547139,0.968037634,0.958181818,0.97311828,0.981123967
1445,15924,Wildwood,City,MO,,,,,,,,,,,,,,,0.896907216,0.924549871,0.897655297,0.945813291,0.917557779,0.899841862,0.921295078,0.888888889,0.902981213,0.84481992,0.860811966,0.940678084,0.915068493,0.897565765,0.94093136,0.949872379,0.931969202,0.93145294,0.915057915,0.930722257,0.906532859,0.915805022,0.896226415,0.948509485,0.907692308,0.960747326,0.94664671,0.957377049,0.957683742,0.951882498,0.925073234,0.950944594,0.964074678,0.951852596,0.945916464,0.910032262,0.938605995,0.96120341,0.966464131,0.938677518,0.96116124,0.968148396,0.941401958,0.909090909,0.959349593,0.946375054,0.974152487,0.922922326,0.9275529,0.96,0.966239814,0.977443609,0.96048024,0.95015836,0.943143813,0.945,0.943396226,0.942093541,0.956521739,0.947617794,0.941407646,0.971768594,0.965909091,0.959786667,0.973288815,0.957575758,0.952182491,0.944537815,0.940087915,0.934782609,0.937874676,0.959459459,0.966880342,0.945640357,0.965349193,0.967969341,0.970074627,0.96,0.960256068,0.948602967,0.9454375,0.945625,0.930596626,0.95,0.967858791,0.965340777,0.975609756,0.979086377,0.973832883,0.968357883,0.940625496,0.940947067,0.931232092,0.91247812,0.927605221,0.930433609,0.954545455
1446,51954,Ewing,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952146973,0.956382553,0.890510949,0.913114754,0.942857143,0.91037919,0.963414634,0.945081464,0.948717949,0.945430285,0.957575758,0.95240566,0.938756493,0.918893577,0.941538462,0.943819766,0.939393939,0.965458675,0.932608989,0.942857143,0.971678213,0.966010733,0.973169623,0.94807051,0.948933649,0.955985577,0.926666667,0.96,0.953488372,0.986838642,0.972229724,0.987432675,0.990453786,0.962291549,0.948053329,0.965384103,0.944473684,0.954600124,0.946425556,0.933031708
1447,25482,Lake Worth,City,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.872340426,0.942293786,0.883392226,0.896728772,0.960955352,0.886075949,0.941883768,0.914285714,0.92173913,0.888252149,0.899280576,0.932768362,0.938673342,0.92945591,0.923641214,0.931989924,0.874186429,0.950425213,0.902380952,0.951806486,0.894454333,0.935779817,0.95728575,0.941140405,0.928215941,0.950950951,0.905452726,0.877009024,0.900900901,0.965517241,0.931346461,0.935483871,0.936568753,0.913242009,0.900529723,0.915492958,0.955555556,0.935483871,0.94017094,0.905797101,0.937922901,0.934370702,0.931235431,0.940619678,0.958498024,0.951950093,0.931428571,0.943018024,0.932519605,0.961923848,0.949563257,0.941176471,0.914808462,0.933109255,0.907407407,0.954545455,0.934579439,0.951150035,0.88,0.934891486,0.938086304,0.96,0.941255007,0.939262187,0.93857833,0.933333333,0.946762613,0.942906574,0.922551253,0.942896936,0.956228956,0.928148063,0.915494634,0.954154728,0.936254873,0.943396226,0.927527938,0.938068001,0.945179584
1448,52353,Grovetown,City,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.990279352,0.987134693,0.974858902,0.978723404,1,1,1,0.9590301,0.985445725,0.990342406,0.997185741,0.976502426,0.988978962,0.997090909,0.985618679,0.986418871,0.995907231,0.982886541,0.986099187,0.990405184,0.977727444,0.961510017,0.978162737,0.976601976,0.991128945,0.993975251,1,0.993604437,0.988109225,0.992155889,0.981864193,0.989187347,0.987685993,0.991557619,0.98966573,0.983115238,0.98001637,0.983314794,0.981920608,0.991033506,0.989010989,0.991525424,0.982986649,0.984615385,0.977262392,0.995704074,0.986953652,0.998138227,0.98195242,1,1,1,0.98913665,0.98993459,1,0.987530488,0.988943858,0.995474035,0.983253589,0.983879933,1
1449,28057,Yorktown,City,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904522613,0.887101449,0.888344988,0.936576495,0.947566372,0.854545455,0.926966292,0.927318296,0.97358826,0.92750533,0.961038961,0.961721734,0.965201977,0.965116279,0.953915598,0.930447614,0.940998658,0.913978495,0.958736677,0.954120267,0.910182036,0.941880611,0.967689176,0.958843159,0.943640502,0.948248406,0.964285714,0.938356164,0.933381136,0.93695626,0.946325037,0.933334889,0.969529086,0.961666667,0.957055362,0.966018087,0.973762795,0.987661014,0.961027038,0.966521952,0.943952802,0.966666667,0.938656126,0.962059621,0.950927113,0.949565217,0.974481474,0.993132619,0.980801833,0.97090488,0.976040172,0.970626566,0.984531392,0.962501203,0.991205306,0.998522895,0.99591002,0.98268109,0.979483043,1,0.99403372,0.98211731,0.974764854,0.981016996,0.969402989,0.964010283,0.969655874,0.992270046,0.974212034,0.987913279,0.986307869,0.975230061,0.987432675,0.984490741,0.982071142,0.96317705,0.955769231,0.963414634,0.955555556,0.943478261
1450,55064,Waycross,City,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943126608,0.903280884,0.954580446,0.983695652,0.94020006,0.91620227,0.931677019,0.926879123,0.913021584,0.915630252,0.9006004,0.959132611
1451,53267,Menomonee Falls,City,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919067215,0.916614004,0.971407625,0.96359249,0.964943253,0.962072679,0.962830273,0.958989747,0.935569285,0.904504864,0.955216764,0.926632037,0.959967974,0.97260274,0.951557093,0.966365796,0.97232865,0.95850099,0.953103547,0.924672739,0.938225328,0.915922969,0.924171512,0.96969697,0.945494994,0.958989747,0.969990906,0.97257948,0.969479354,0.983367049,0.972678226,0.967365967,0.955714286,0.975966754,0.944914742,0.93162138,0.954773869,0.965909091,0.972103913,0.991711918,0.988059701,0.967551622,0.981762918,0.958146881,0.984843892,0.933892488,0.950539385,0.955198648,0.976666415,0.97718722,0.984924623,0.979591837,0.978027607,0.996086957,0.989085948,0.989773233,0.973499189,0.95766599,0.934768653,0.956939548,1,1.000178635,1.000321556,0.982033923,1.009977221,0.990765679,0.987005769,0.983452468,0.982874392,0.978165939,0.959718843,0.967971966,0.956502827
1452,23942,Cape Girardeau,City,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.913642053,1,0.973434605,0.971706941,0.917211946,0.97143429,0.962000832,0.964053083,0.968641115,0.979847116,0.970102609,0.965534638,0.928571429,0.962566897,0.933221731,0.929223793,0.932975871,0.989883268
1453,23146,Clifton Park,City,NY,,,,,,,,,,,,,,,0.956831331,0.888788917,0.952372866,0.945225056,0.956824513,0.938053097,0.965349811,0.935954622,0.939313984,0.966082107,0.974358974,0.919106988,0.936535134,0.95736032,0.954773869,0.963928463,0.968085106,0.932809211,0.966988996,0.946969697,0.941971168,0.944915067,0.944794368,0.944591029,0.942238926,0.934298347,0.963974987,0.974986103,0.976422958,0.963548387,0.972644377,0.96321394,0.95869675,0.960320213,0.96,0.945990998,0.933457794,0.923676534,0.946973455,0.963265306,0.973076627,0.973831305,0.957727138,0.955980436,0.947867299,0.936371214,0.952834683,0.958016343,0.947743794,0.921537651,0.968387355,0.974025974,0.961114556,0.961471861,0.965814341,0.965384103,0.951686993,0.964708844,0.918421053,0.967007964,0.952321608,0.98090594,0.97733711,0.982141099,0.976422958,0.982565189,0.964771253,0.972431078,0.975101325,0.962165351,0.954940772,0.957253459,0.942378372,0.968109339,0.973084886,0.986753177,0.992800181,0.981810246,0.983606557,0.974608938,0.971565124,0.96478433,0.983220836,0.952227243,0.966921815,0.976231712,0.977048562,1,0.987826087,0.985935458,0.967624591,0.947530622,0.96875,0.952433789,0.947831507,0.9463904,0.952882337
1454,37362,Belleville,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961802233,0.975979356,0.970926669,0.920588235,0.95008003,0.969390282,0.968888889,0.951481466,0.976970347,0.956948279,0.963096342,0.971331573,0.95350206,0.968253968,0.960407295,0.979574823,0.973598335,0.954742361,0.939362754,1,0.997271901,0.963687151,0.944983819,0.971095732,0.966658886,1,0.973843037,0.982698962,0.982808023,0.992497836,1,0.991246874,0.991699365,0.990217057,0.976923077,1,1.009844395,1,1,0.980071853,1,1.000293398,0.972148925,0.96054315,0.942230769,0.98791163
1455,33840,San Juan Capistrano,City,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.935275575,0.93385214,0.959708858,0.959941771,0.978749679,0.951027397,0.955444186,0.956182565,0.947824923,0.944055944,0.963636364,0.962,0.957820738,0.946111875,0.978384528,0.966527197,0.95855906,0.969997744,0.967567568,0.978870094,0.949937422,0.960769231,0.982034557,0.963226995,0.948841975,0.932461874,0.972442275,0.992390284,0.975460123,0.973333333,0.967526882,0.980712733,0.966566165,0.951851852,0.937779056,0.948855989,0.945454545,0.970434783,0.96039604,0.979166667,0.982310429,0.978755112,0.961985196,0.965570302,0.954451192,0.994660167,0.965883465,0.977518748,0.973834358,0.956301457,0.959290223,0.975437275,0.989974937,0.984769412,0.972751028,0.968164474,0.961333333,0.969355847,0.945714286,0.957487034,0.958333333,0.958605664,0.955088229,0.948844985
1456,6746,Richfield,City,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.933333333,0.948027182,0.95466462,0.97058319,0.953846154,1.005987395,0.928571429,0.979069767,0.925449871,0.90391372,0.920400298,0.965244866,0.966935334,0.968387355,1,0.977198697,0.973458555,0.974358974,0.974796145,0.959971068,0.961032122,0.948158254,0.962175497,0.969551979,0.971473354,0.997598078,1,1,0.986693816,0.984320116,0.977262392,0.966451031,0.979144028,0.955022966,0.98339719,0.967204002,1.002858504,1,1.01933184,1,1,0.990909091,0.989995832,1,0.957442273,0.98317001,0.969248735,1,1.009549795,1.020979021,1.03201067,1.018181818,1.000344947,1,0.998042627,0.984930962,1,0.977083333,1.000228676,1.000351,1.026029786,1.018867925,1.041666667,1.022183558,1.018552201,1.000312598,1,0.992396959,0.977533745,0.993680885,0.988889787,1
1457,54443,Smithtown,City,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906815626,0.894145677,0.920479303,0.928760972,0.933521357,0.892938497,0.880689028,0.914288327,0.927038627,0.905579727,0.933940774,0.925146547,0.937948724,0.947298199,0.955362747,0.954653938,0.9437751,0.946812331,0.920546936,0.937074367,0.94232219,0.914142846,0.929915996,0.955710956,0.973303671,0.957894737,0.967365967,0.948649206,0.946031493,0.942535912,0.94691995,0.969411765,0.926447307,0.906183369,0.939746486,0.944074074,0.936232452,0.929052943,0.955279397,0.93114241,0.937853107,0.935602279,0.927441353,0.935569821,0.955182447,0.930814115,0.91647912,0.968756364,0.939444122,0.970772443,0.962713734,0.956284153,0.959005089,0.964010283,0.961538462,0.938060422,0.952054795,0.96,0.969793323,0.950421161,0.976255874,0.990118949,0.972380952,0.978090767,0.979173439,0.951327434,0.981176471,0.962213127,0.966735915,0.930787589,0.972240227,0.970454242,0.968422752,1,0.988977342,0.979671062,0.966099737,0.92695597,0.959537572,0.961313812,0.976886666,0.92721462
1458,5051,Hampton,City,GA,,,,,,,,,,,,,,,,,,,,,,,,,,0.867287544,0.926625754,0.954570038,0.939849624,0.968670757,1,0.944206009,0.97257679,0.959132611,0.923792456,0.943154524,0.989583333,1.001888807,1.007925538,1.017241379,0.996664443,0.989090909,0.989873418,1,1,1.015541451,0.947292606,0.946849444,0.94375,0.93385214,0.941176471,0.99464639,1,0.968366688,0.953073845,0.933288859,0.968786354,0.962721616,0.94761786,0.919433603,0.968314322,0.959716133,0.985595821,1,0.978970268,0.958333333,0.985874044,1,0.963431786,0.946310228,0.982362082,0.96,0.971304178,0.96713447,0.974698102,0.961688931,0.975234066,0.976437011,0.979385837,0.977675135,0.971159506,0.986455269,0.975737356,0.95503526,0.928571429,0.963636364,0.981376151,0.969359261,0.985492746,0.973423104,0.970857143,0.961238307,0.995145631,0.964905451,0.977517264,0.998148089,0.985714286,1,1,0.999615027,1,0.996737486,0.998811867,0.979583419,0.976638987,0.985256832,0.990440843,0.972222222,0.974608874,0.976331361,0.9878468
1459,8201,Avon,City,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.960486322,0.972682335,0.976732698,0.955230901,0.97231082,0.970588235,0.961257178,0.943248138,0.965025064,0.919728614,0.966788623,0.933399827,0.960893132,0.971843203,0.972305198,0.967506389,0.987656618,0.991891892,0.959990057,0.953254206,0.959739805,0.967168221,0.947287192,0.935955539,0.987001537,0.972351145,0.991625505,0.987878788,0.977726953,0.985200903,0.982692308,0.9914204,0.996968778,0.962849355,0.959394108,0.973145716,0.997149091,0.985035429,0.98770202,0.990586932,0.986956522,0.980109542,0.983722502,0.975692877,0.967311541,0.983870968,0.943965517,0.988807618,0.990053767,0.988888889,0.991794819,0.985454451,0.987371258,0.992216807,0.979462875,0.983825096,0.971428571,0.986842105,0.978392411,0.979211643,0.968
1460,57132,Wildomar,City,CA,,,,,,,,,,,,,,,,,,,,,,,,,,1.000513084,0.976666667,1.00040016,1.01415338,0.955980436,1.000312598,0.955555556,1.000166722,0.970323441,0.987755102,1.001877774,0.993309465,1.000083347,1.001486436,1,1.000285796,1,1.000147102,1.000333444,1,1,0.981584043,1.000317561,0.960851059,0.984994229,0.982107474,0.96951551,0.974274692,0.982190476,0.987576088,0.963142466,0.977386859,0.978927714,0.951724138,0.970317824,0.985583995,0.981271075,0.975429697,0.977694746,0.984615385,0.993220339,0.982785603,0.98698988,0.973940511,0.989078959,0.958893931,0.986190476,0.949820789,0.971411603,0.973170732,0.994852811,0.983482086,0.987951807,0.985547925,0.974683544,0.992366412,0.996742671,0.98811243,0.9767004,0.990109729,0.981193927,0.977747808,0.976470588,0.987645155,0.972853081,1,0.983922553,0.994186047,0.991814324,0.994060644,0.974086859,0.983891426,0.987048449,1,1,0.983154324,0.991186081,0.979217976,0.989572249,0.981845128,0.960659133,0.966608084,0.978595222,0.957258163,0.973299347,0.992714026
1461,26256,Oakville,City,MO,,,,,,,,,,,,,,,,,,,,,,,,,,0.880503145,0.905783921,0.932241928,0.935294118,0.933333333,0.954773869,0.942190106,0.954384551,0.962981491,0.945583044,0.942476617,0.920083447,0.924324324,0.935342069,0.948717949,0.941677309,0.96141647,0.956692913,0.959459459,0.943752359,0.934411524,0.956987885,0.951188986,0.901954526,0.947298199,0.957055215,0.94862097,0.957142857,0.956521739,0.967753424,0.965079365,0.963375404,0.968561448,0.960125512,0.956396111,0.958579882,0.929225449,0.949748744,0.956521739,0.989438577,0.968085106,0.982318041,0.97254902,0.943820225,0.962981491,0.964008603,0.92893401,0.943396226,0.925892857,0.969299759,0.946938776,0.973284672,0.978354978,0.972198806,0.962214287,0.951318778,0.957405236,0.963928463,0.966096724,0.977715877,0.975257151,0.965303419,0.974487244,0.977865853,0.984843892,0.97008444,0.967886385,0.97304799,0.969393811,0.973741794,0.975471698,0.925436815,0.953073845,0.953846154,0.98614152,0.976744186,0.982326951,0.9721091,0.972606956,0.961105745,0.972205805,0.966542751,0.945083014,0.958526541,0.968730397,0.98716833
1462,49000,East Stroudsburg,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936170213,0.925462731,0.888091441,0.934666667,0.937829294,0.896226415,0.920736589,0.957871741,0.911949686,0.955543139,0.93403407,0.897959184,0.935779817,0.936274597,0.939381315,0.855475264,0.90845045,0.922085308,0.907907119,0.894941634,0.90125,0.953488372,0.971159506,0.928520372,0.931355751,0.93124456,0.922023182,0.92103185,0.919199407,0.940371561,0.938865079,0.926060984,0.936454849,0.960784314,0.952774453,0.911764706,0.94,0.944827586,0.884261763,0.950704225,0.938354902,0.952380952,0.947700948,0.974576271,0.952739047,0.955373742,0.955243496,0.953367876,0.950487408,0.942714127,0.934210526,0.957862495,0.938603637,0.962682531
1463,56265,Pearl City,City,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.986622074,1,1,1.008823529,1.000715308,1.005501982,1.028169014,1.014285714,1.007692308,1.011528822,1,1.003792231,1.014285714,1.001212121,1,1,1.006993007,1.013406843,1,0.967967968,1.011627907,0.988505747,1.000590178,0.992565056,1,1.002580645,0.988751406,1.006006006,1,1,0.973765432,0.994983278,0.969230769,0.966857143,1,0.976031294
1464,20139,Reidsville,City,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883636546,0.86702918,0.895859873,0.857142857,0.925,0.902550687,0.954347826,0.95684803,0.9167857,0.901993611,0.930867192,0.86724483,0.937877955,0.916092943,0.872561929,0.949152542,0.932144106,0.930875576,0.939936916,0.909090909,0.91260745,0.943531094,0.888850889,0.898061795,0.933333333,0.930875576,0.986022838,0.936087799,0.952315747,0.937837838,0.939189189,0.951351351,0.937460913,0.962962963,0.937318491,0.964434622,0.958643083
1465,53780,Pahrump,City,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982589689,0.931235431,0.971448293,0.960977822,0.953989025,0.945144552,0.96607658,0.970238095,0.947298199,0.951713375,0.946090044,0.934923096,0.88913594,0.960916031,0.933955971,0.936363636,0.937516822,0.948571429,0.956169786,0.941256721,0.935251799,0.92123435,0.927963982,0.957978989,0.948966408,0.95698105,0.947587608,0.958650519,0.956163578,0.949921531,0.943503619,0.938864629,0.979695431,0.950316772,0.959183673,0.956521739,0.944917417,0.961950746,0.96969697,0.981957127,0.979745667,0.957701516,0.949338622,0.965421937,0.946766702,0.918715596,0.955555556,0.932904609,0.943186105,0.966559014
