SizeRank,RegionID,RegionName,RegionType,StateName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
354,44515,Centennial,City,CO,0.957446809,0.934920635,0.947010002,0.96,0.947845378,0.96323416,0.952607764,0.933593244,0.941505106,0.938700108,0.95,0.923404255,0.925650558,0.956923077,0.918887431,0.944214274,0.965629023,0.957142857,0.951345588,0.946308725,0.948782764,0.946666667,0.954545455,0.948420977,0.945804759,0.953815261,0.949438202,0.954582651,0.97166188,0.978695369,0.972009747,0.974960338,0.976586929,0.974683544,0.973853361,0.965045157,0.959314404,0.982493748,0.988336628,0.98494814,1,1,0.987786512,0.990475543,0.983482368,0.976133652,0.970886076,0.972413793,0.972972973,1,0.975308642,0.989655172,0.998109641,1,0.992207792,0.986385107,0.971962617,0.981575758,0.973684211,0.981176471,0.986753177,0.994524345,1,1.000222272,1.001190476,1,1,1,0.999009901,0.994049514,0.985845295,0.985927435,0.990453461,1,1,1,1.001111111,1,1,0.995918367,0.991304348,0.983634625,0.975,0.976666667,0.974193548,1,1,1.010553479,1.006093136,1,1,0.99003096,0.990238095,0.98630137,0.985656007,0.981139265,0.986807388,1,1.004545455,1,1,1,1,0.990955371,0.977561315,0.981724167,0.979685867,0.961378249,0.961453435,0.980773936,0.987746937
355,11140,Douglasville,City,GA,,,,,,,,,,,,,,,,,,,,,,0.846153846,0.92,0.920365092,0.838461538,0.875985827,0.890932079,0.944850502,0.96488208,0.97826087,0.986385107,0.905714286,0.93148631,0.970724462,0.967741935,0.953346856,0.940034513,1,0.952380952,1,0.938673342,0.973415493,0.966183575,0.962990196,0.958116883,0.966666667,0.93407177,0.943650794,0.933333333,0.93304733,0.953333333,0.944206009,0.97558991,0.951904762,0.95810123,0.943845782,0.95153208,0.953175133,0.945777928,0.943249826,0.946547884,0.929235168,0.921219091,0.969949833,0.958601346,0.945348837,0.967698324,0.939457203,0.951612903,0.941357541,0.933784579,0.918287938,0.93537415,0.9551972,0.9375,0.968043481,0.978290274,0.977294214,0.963101939,0.981238274,0.964967677,0.953304182,0.959974984,0.951557093,0.962278676,0.960088777,0.967664994,0.980392157,0.963699103,0.977717144,0.978089888,0.973632737,0.975630559,0.961523645,0.966238846,0.970568205,0.960640427,0.969432314,0.969355847,0.98407905,0.986241243,0.98394401,0.992589848,0.983722502,0.981212179,0.982493748,0.980580694,0.972972973,0.966030382,0.971289956,0.973684211
356,16780,Antioch,City,CA,1.004366812,1.023809524,1.019354839,1,1,1,1.00050025,1,1.000406424,0.948602967,0.991039427,0.971100047,0.96,0.971568186,0.93537415,0.947867299,0.975975976,0.959885387,0.962567275,1,0.987261146,0.976310625,0.928745995,1,1,0.988095238,1,1.000316173,1.014290694,1,1.014040562,1.033333333,1.04,1.009803922,1.036269463,1.033898305,1.025708635,1.016086435,1.028776978,1.030150754,1.081632653,1.033580241,1.039130435,1.045688235,1.037288136,1.025531915,1.013150583,0.987240173,1,0.968568665,1,1.000333444,1.006714788,1.004529384,1.000133351,1,0.984126984,0.985185185,1,0.978088282,0.987841945,0.984615385,1.004347826,1.014907624,1.015037594,1.021052632,1.002506266,1.006030299,1.000137237,1,0.994264328,1,1.005307206,1.000344947,1.022449433,1.022449433,1.019426813,1.020145735,1.028277635,1.01876635,1.012809854,1.011745552,1.002386635,1.004545455,1.005302396,1.000156299,1.002477233,1.029551954,1.036521739,1.027272727,1.035058751,1.016394692,1.017959954,1.01545923,1.011931818,1.009423611,1.009174312,1.016677904,1.018366976,1.025510636,1.028816385,1.026190476,1.019607843,1.011111111,1.009020723,1,0.989473684,0.988647925,0.980014192,0.982532751,1
357,13256,Perris,City,CA,1.000435161,1.001410437,1.000769823,0.965482741,1.038957571,1.000714796,1.006900631,1,1.000280564,1,1,0.99009901,1,0.973540562,0.980892922,0.989163733,0.971294039,1,1,0.96009809,0.982905983,0.982113565,1,0.990072873,0.987066031,1,0.977470062,0.973334406,1,0.980392157,1.003228457,1.004002668,0.982874848,1.002784159,0.99078341,1.030487805,1.019055944,1,1.021634615,1.051621335,1,1.003039514,1.037412587,1.008303677,1.021922748,1.020584704,1.000454752,0.997674419,1.000526593,1,1,1,1,1,1,0.997142857,1,0.978494624,0.985250737,0.973584906,0.974089866,0.986467495,1,0.981481481,1,1,1,0.99164038,1,0.984918436,0.982169438,0.991329628,0.979166667,0.982493748,1,1,1,0.985964912,1,1,1,0.989639157,0.996523466,0.996491228,0.988669856,0.985412655,1,0.991804417,1,1,1.000278928,1,0.995169082,0.996858639,0.994236091,1,0.991674931,0.993103448,1,0.989119683,1.000308737,1,1,0.997864697,1,1,0.985318679,0.981877645,0.983930487,0.994284081,0.978262996
358,27228,Springfield,City,VA,0.980392157,0.984656936,0.97260274,0.963522895,0.973343599,0.989582203,0.971297531,0.979310345,0.978561584,0.967967179,0.964912281,0.9667766,0.946411765,0.960263158,0.980646837,0.971111111,0.987951807,0.978375919,0.97107438,0.968188105,0.978402667,0.962490623,0.96444298,0.953947368,0.942631259,0.985484755,0.96033485,0.987712198,0.984170146,0.987096774,0.987124464,0.982765644,0.978256143,0.98349725,0.977645436,0.981464319,0.975081745,0.972743186,1,1,1,1,1,1,1,1,0.987948903,0.968200409,0.971428571,0.982035928,0.998999778,1,1,1,0.996006283,0.980196039,0.973638893,0.973955736,0.962192438,0.965019608,0.949895616,0.974753875,0.989093192,0.99849975,0.990383726,1,0.987576332,0.980952381,0.973913043,0.962059621,0.963486975,0.966975753,0.972794125,0.956521739,0.977521138,0.990913574,1,0.989603372,0.99,0.989813939,0.979995959,0.982378855,0.988602,0.980109032,0.976422958,0.978931688,0.986923077,1,1,1,1,0.988602,0.985339322,0.986904048,0.983759846,0.984766887,0.983537455,0.987704135,1,1.000105768,1,1,1,1,0.991097923,0.98868374,0.976869145,0.977866541,0.988764045,0.987968431,1
359,18053,Fairfield,City,CA,1.000901713,0.982709798,0.974704492,1.001669449,0.998239437,0.970019101,0.961256397,0.96115465,1,0.951857164,0.953809266,0.934727112,0.909659233,0.916666667,0.954555338,0.969230769,0.964106964,0.952836637,1,0.961891342,0.953422945,0.941662483,0.965931864,0.946428571,0.965403594,0.955686126,0.960288713,0.954773869,0.994285878,1.000238152,1.004321162,0.996372661,0.998076923,1,1.000138908,1.000178603,1,0.97894249,1.000363006,1.002403442,1.033333333,1.041970121,1.019104005,1.011111111,1.013210833,1.001727116,1.019762846,1.000156544,1.000664009,1.004545455,1.000340034,0.989473684,1.005025126,1,1,0.981706637,0.972144847,0.977979775,0.967150018,0.969610709,0.972904164,0.984962406,0.985048275,1,1,1,1,1,0.995089015,1,0.998942575,0.985107566,0.996683278,1,1,1.006863108,1,1,1,1,1,0.982318271,0.993696592,0.982961992,0.979220779,0.991734435,1,1.000192345,1.001002594,1,1,1.000164049,1,0.992537313,0.997129708,1,0.989987369,1,1.003441028,1,1,1,1,0.991056911,0.984587911,0.984387404,0.980518659,0.966666667,0.976627713,0.979166667,0.994858612
360,4301,Davenport,City,IA,,,,,,,,,,,,,,0.976781425,0.936805335,0.936568832,0.925390399,0.976470588,0.934602245,0.944340213,0.938989514,0.930026572,0.910910911,0.947365804,0.883243243,0.908715596,0.873112902,0.934700935,0.954716981,0.940582557,0.955555556,0.956086715,0.929115087,0.940280172,0.954935622,0.945454545,0.967007964,0.937392752,0.944922969,0.918624517,0.962033557,0.974796145,0.971576227,0.966988996,0.968787433,0.924501425,0.952,0.936184341,0.941527483,0.938987808,0.946428571,0.951724138,0.965045631,0.967727565,0.966111911,0.969962453,0.946497449,0.926404132,0.95824453,0.91309268,0.924936442,0.903614458,0.961620405,0.924072984,0.976085896,0.96857943,0.95972973,0.960768615,0.974212034,0.962278676,0.957385024,0.968518747,0.943033102,0.967741935,0.943752359,0.963302752,0.972762646,0.969976905,0.965517241,0.964975475,0.972036474,0.955414013,0.965313467,0.952380952,0.951071145,0.949834098,0.981845128,0.976477369,0.980680582,0.968213811,0.968783638,0.973333333,0.976239669,0.974010189,0.957983193,0.957354221,0.963638544,0.974264706,0.947616245,0.968054211,0.979574823,0.978947368,0.973568218,0.984506133,0.978756612,0.961028501,0.971468225,0.950799836,0.957827019,0.951151151,0.972915146
361,5595,Lehigh Acres,City,FL,0.933194154,0.900500556,0.939849624,0.940438871,0.956704684,0.942647059,0.934343434,0.959183673,0.947575431,0.959885387,0.923873641,0.966138127,0.956263899,0.922464826,0.929475077,0.930909583,0.934579439,0.956488718,0.98,0.986132512,0.961222208,0.940153453,0.957956631,0.969207082,0.964926225,0.943989931,0.95599393,0.948810275,0.979967191,0.97720966,0.950570342,0.942212669,0.975449553,0.987273113,0.953411952,0.969183359,0.948366702,0.941798942,0.950840493,0.940438871,0.964560863,0.927536232,0.941107185,0.965362477,0.968474509,0.964912281,0.959158142,0.947930574,0.957827019,0.925726588,0.943279314,0.944444444,0.945454545,0.948987635,0.950864422,0.958741996,0.955414013,0.972222222,0.949367089,0.967741935,0.93338384,0.939289805,0.945847804,0.956553756,0.965965966,0.96,0.971786834,0.961401001,0.985335671,0.960384154,0.965013305,0.970711297,0.96877502,0.968489342,0.966507503,0.966183575,0.975918523,0.972425109,0.967311541,0.979389863,0.977728285,0.972972973,0.975197715,0.968981252,0.961784499,0.949974987,0.964169709,0.971159506,0.967172254,0.96527369,0.974440245,0.968188105,0.977354076,0.982238011,0.980379333,0.974358974,0.972702457,0.974493133,0.976680748,0.984315846,0.972622724,0.977613187,0.979900279,0.970596208,0.973982655,0.973970122,0.975487744,0.969351291,0.960384154,0.961584721,0.968866421
362,4626,Everett,City,WA,0.887260347,0.898650472,0.917098446,0.916458333,0.923247288,0.925885192,0.953529799,0.89945181,0.917484132,0.908607299,0.880352141,0.84110025,0.790909091,0.779460634,0.786890756,0.857060675,0.898036964,0.884534488,0.947530864,0.924080628,0.909642207,0.870961205,0.911432287,0.914960353,0.919010969,0.910570584,0.919539518,0.945454545,0.989099816,0.972588988,1,0.985120138,1,0.952834683,0.967153285,0.983333333,0.99436796,1.00017117,0.95758794,0.992035562,0.988772526,1,0.995473684,0.969910135,0.984615385,0.990575111,0.963290029,0.974220726,0.998242531,0.964749206,0.958638298,0.979543509,0.986863747,0.972778636,0.977142857,0.981478051,0.965214737,0.975998908,0.984996738,0.959524926,0.944444444,0.98055114,0.974996093,0.977777778,1,0.993664555,1,1,0.982318271,1,0.978803344,0.983777426,0.986161182,1,1,1.011112346,1,1.007111052,1.001270252,1,1,1,0.992125984,0.98630137,0.974545455,1,1.007687329,1.00452381,1.015625,1.01488498,1.006198036,1,1,0.9984995,0.999998958,0.985550022,0.998427673,1,1.003500583,1.028259048,1.030765742,1.019121769,1,1,1,0.997807018,0.976470588,0.97009701,0.97613852,0.993874234,1
363,27942,Wichita Falls,City,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958510697,0.991302521,0.94225402,0.92449923,0.934156522,0.907981481,0.91533557,0.912621359,0.937588149,0.931013699,0.95971214,0.941441441,0.945054945,0.923842826,0.991045907,0.980482051,0.964265342,0.931609847,0.956521739,0.891672046,0.968655848,0.954337846,0.917487068,0.941591837,0.957660687,0.960051282,0.958333333,0.968652038,0.926283426,0.958933333,0.957339207,0.951678606,0.966013072,0.933979496,0.950488599,0.928994083,0.96969697,0.964597229,0.97362152,0.97912167,0.974118687,0.960768615,0.976305745,0.973163468,0.935233628,0.927580664,0.970565181,0.967204301,0.965391621,0.959349593,0.977256083,0.984393758,0.970857143,0.944976077,0.969230769,0.959273671,0.960256594,0.955124318,0.964253227,0.968216598,0.961754717,1,0.994318182,0.988192738,0.979239673,0.98147462,0.977181663,0.976220275,0.98366875,0.95786759,0.954954955,0.965545985,0.989417989
364,11335,Erie,City,PA,,,0.969914296,0.938673342,0.946766702,0.958531553,0.963319748,0.957671958,0.910969502,0.922721182,0.961978366,0.921903809,0.916017558,0.948900772,0.916998521,0.929936306,0.935387171,0.904704463,0.90623427,0.9,0.93639576,0.930824008,0.939849624,0.906542056,0.909090909,0.897565835,0.937890788,0.916666667,0.942014266,0.927364563,0.939181916,0.909642207,0.943669768,0.960874568,0.929456625,0.924050633,0.883392226,0.906002265,0.937141252,0.914777888,0.926040332,0.946098113,0.959839357,0.93495935,0.933644652,0.952335558,0.923528001,0.899550775,0.915517707,0.910942857,0.90952381,0.937012249,0.942285041,0.925641026,0.90405234,0.921212121,0.940876693,0.881083203,0.901287554,0.90777423,0.879096789,0.853016464,0.930335655,0.904761905,0.952899979,0.928370579,0.938281902,0.937142857,0.923550539,0.925806153,0.924739792,0.90401998,0.9,0.911840888,0.888508064,0.935672515,0.896966867,0.954773869,0.937106918,0.960308018,0.932370967,0.925252525,0.909918107,0.898889085,0.844679078,0.88934738,0.909618026,0.915536623,0.933379136,0.943913285,0.948530492,0.93845101,0.946858711,0.92208391,0.944382647,0.908080808,0.944678419,0.894134478,0.934054518,0.922844175,0.957485552,0.956765412,0.954221396,0.941538462,0.930232558,0.932682314,0.91992714,0.900863404,0.895052222,0.909107877,0.911650485
365,26575,Pompano Beach,City,FL,0.932915884,0.857705355,0.87570028,0.918709397,0.891562772,0.925925926,0.84643289,0.865603645,0.872093023,0.866331609,0.887850467,0.869233828,0.910185706,0.88575651,0.883205456,0.886148323,0.90045045,0.880851064,0.861244019,0.864421541,0.928571429,0.894902736,0.902877698,0.897097625,0.904109589,0.902994228,0.880000783,0.899389055,0.946745562,0.906949352,0.918706917,0.908030855,0.921212121,0.943396226,0.917647059,0.927259916,0.924038462,0.932157999,0.9125236,0.921575636,0.926640927,0.923315559,0.925458548,0.934822187,0.933867735,0.940047968,0.937476214,0.911823647,0.939885045,0.925925926,0.928737275,0.928,0.928882355,0.928256335,0.926318227,0.944940476,0.917911818,0.938477581,0.923076923,0.918238994,0.916242507,0.928314491,0.920778987,0.923839159,0.926196778,0.938215103,0.9275883,0.915294118,0.930967065,0.927835052,0.941530119,0.921331401,0.936637011,0.918918919,0.925520609,0.925390709,0.923781695,0.91002045,0.921052632,0.934037923,0.906018199,0.929074447,0.938565927,0.936613752,0.923361034,0.936514621,0.941176471,0.935764355,0.923694779,0.924637681,0.947368421,0.935104007,0.930151244,0.931777159,0.94023675,0.941160331,0.939410784,0.940913368,0.939361586,0.944444444,0.938864629,0.935828877,0.930348895,0.934961039,0.93400335,0.938610614,0.938065458,0.92960048,0.93125582,0.937784608,0.920634921
366,13698,San Leandro,City,CA,0.964196517,1.015714286,0.950656406,0.971428571,0.974289581,0.946411483,0.959948296,0.963963964,0.968526466,0.967741935,0.951871749,0.939597315,0.945508152,0.940366972,0.929235291,0.94953271,0.962585422,0.927076961,0.976835105,0.954587109,0.912906171,0.98630137,0.960915578,0.957598928,0.955831608,0.96,0.970763777,0.944579845,0.991373489,1.019953524,1.000060983,1.01727135,1.025150757,1.047619048,1.033340252,1.060805499,1.030357143,1.016697588,1.068447412,1.10196611,1.045714286,1.10739502,1.071428571,1.043053703,1.017285197,1.017191977,1.020023557,1.023469945,1.00408998,1.033561279,1.045454545,1.045559836,1.025287356,0.996923077,1.041970344,1.027568922,1,1.020326864,1,1,0.999066521,1.024390583,1.026086957,1.051752922,1.037195994,1.056105611,1.080120013,1.048802562,1.035701201,1.032064128,1.02573004,1.025056948,1.052194075,1.09044344,1.050600343,1.079306723,1.058590433,1.056930644,1.049279579,1.047572547,1.017342657,1.012481254,1.029677964,1.013941698,1,1.016796536,1.038193561,1.052631579,1.052770101,1.056466302,1.044959279,1.038687604,1.046564101,1.052610646,1.042378269,1.057788945,1.035031847,1.053530187,1.061754643,1.090771278,1.066666667,1.070651215,1.056451613,1.0516438,1.040144766,1.017202693,0.987899914,0.974387528,0.979791794,1,0.983072917
367,6790,Riverview,City,FL,,,0.904339508,0.855348957,0.924557352,0.898785425,0.975798514,0.958532074,0.906666667,0.956054736,0.923566879,0.866990661,0.940678464,0.934579439,0.95483871,0.904711898,0.893854749,0.939884958,0.951423195,0.9367494,0.917234876,0.935349138,1,0.960087339,0.999312972,0.962821735,0.952585432,0.971030575,0.968,0.954773869,0.979354156,0.982352941,0.945087923,0.945327522,0.959561343,0.965820824,0.972485994,0.954177898,0.972958504,0.974110633,0.97299927,0.969190677,0.978448276,0.962144734,0.964513194,0.957469767,0.944136164,0.956123842,0.953488372,0.939310853,0.96125,0.960768615,0.960456768,0.948571429,0.949716139,0.964285714,0.946027896,0.943984326,0.942857143,0.942670258,0.949685535,0.934673367,0.951536122,0.96969697,0.969990906,0.967311541,0.962962963,0.970311893,0.961508853,0.963828076,0.956674935,0.96877641,0.958466833,0.960739188,0.971307738,0.97675787,0.977777778,0.97786292,0.98258151,0.975378788,0.980149464,0.969183344,0.971853297,0.978739547,0.977886035,0.960493738,0.974583333,0.975757576,0.972866341,0.978940693,0.973375527,0.973636922,0.980327657,0.97716895,0.978945035,0.968366688,0.972206782,0.97801219,0.982978723,0.975384615,0.978473581,0.979403069,0.977987082,0.974675541,0.974446873,0.974358974,0.974383959,0.96969697,0.969767442,0.972484999,0.972762646
368,396054,Burbank,City,CA,0.961011591,0.992438563,0.966533644,0.98615917,0.971900809,0.979955457,0.954834798,0.970001764,0.95577149,0.973333333,0.942398489,0.959488273,0.960779152,0.915671448,0.950485437,0.943952802,0.928026397,0.942516494,0.930351518,0.951359084,0.939130435,0.890652557,0.956719818,0.919067215,0.949916528,0.931034483,0.966641395,0.973961079,1,0.984157465,0.986312399,0.97742845,0.984974958,1.000404204,0.983415285,1,0.979405772,0.980786409,0.995013573,1.000069454,1.009464481,1.026711185,1,1.016820696,1.00004167,0.983673197,0.993740219,0.982986767,1,0.999548795,1.001669449,0.986213137,0.983294035,1.000106394,1.001185882,0.993603007,0.976095618,0.983333333,0.977443609,0.980906921,0.981803279,0.983098854,0.996357013,0.994513032,1.001234089,1.025425171,0.997497219,0.991672152,1,0.990648729,0.982391103,0.986928105,0.96562123,1,1.00000375,0.976210351,1.002227171,0.982559906,1.006060606,0.993659493,0.98591219,0.991091314,1.001283697,0.987124464,0.988538682,0.99167103,1,1.007058824,1.00447477,1.006791675,1.011819964,1,1,1.001011122,1,0.995323914,0.98616318,0.999288567,1.02739726,1.010733453,1.007351816,1.012737725,1.012200911,1.000594928,0.998404255,0.992385787,0.994930292,0.971399387,0.955555556,0.975581395,0.984930032
369,41446,Vacaville,City,CA,0.952370002,1.03626943,0.985368545,0.95087402,0.942211055,0.940096705,0.981331124,0.972491471,0.967837999,0.978123693,0.920545606,0.947368421,0.923550539,0.957446809,0.942482167,0.988002632,0.956521739,0.963480963,0.965272642,0.935785737,0.939393939,0.922577423,0.97209066,0.967678859,0.993197279,0.975120228,0.969603694,0.997354497,0.99587428,1,1,1,1,1.003861004,1.003519137,1,0.976884682,1.016713092,1.006289308,1.022966401,1.000428776,1.03030303,1.02310231,1.007662835,0.982753404,1,1,0.981100688,0.990096968,1,0.992141675,1,1,1,1,1,0.984826556,0.981314208,0.964848808,0.98028008,0.985130112,0.969818913,0.987031459,0.997407253,0.990898749,0.988764045,1,1,0.982005141,0.983021468,0.993816896,0.981556736,0.976430976,0.987746937,1,1,1,1,1,0.992592593,1,0.985583995,0.98630137,0.983900188,0.985642846,0.989520643,0.992380952,1.000169282,1,1.004938272,1,1,1,0.990453461,1,0.990922844,0.996627528,1.000121966,1,1,1,1,1,1,0.988235294,0.988023952,0.982800983,0.9810598,0.975,0.982716049,0.989189189
370,32629,Madera,City,CA,1,1.012092707,1.000873394,1,0.966650617,0.97378209,0.926666667,0.968173597,0.962566845,0.958133253,0.931607829,0.956106126,0.928081573,0.894797027,0.943612712,0.925925926,0.900941176,0.925147837,0.926315789,0.966929298,0.964497744,0.979320156,0.932627243,0.968858131,0.969305331,0.937062937,0.933041283,1,1,1.001250433,1.000667111,0.998850575,0.993333333,0.996518712,1.005263158,0.986348938,1,1,0.9308487,1,1,1.000367782,1.000588582,0.977236146,1,0.98041958,0.974709614,1.000160308,0.982800983,0.982223561,0.962367343,1,0.981302121,1,0.964918599,0.991232881,1.000344947,1,0.957726931,0.948275862,0.953135745,0.953678474,0.984098517,0.98665119,0.978271261,0.974527133,0.978118162,0.996023684,0.970117147,0.940234994,0.989561126,0.965517241,0.968366688,0.975075988,0.95625,0.973084886,0.981132075,0.982931136,1,0.994446988,0.98413408,0.985276462,0.972122945,0.983493295,0.970324186,1,0.988235294,0.98010582,0.98630137,0.984615385,0.997304582,0.964824121,0.985492746,0.984895033,0.987670973,0.980392157,0.988888889,0.993544917,0.976728175,0.976470588,0.989407449,0.981481481,0.974074074,0.981293706,0.965733732,0.976988233,0.977443609,0.960966543,0.958474003,0.968673966,0.981990604
371,37074,Albany,City,NY,,,,,,,,,,,,,,,,,,0.932322244,0.930677779,0.944579263,0.893495354,0.852151683,0.893191398,0.910505939,0.934388098,0.923912614,0.892356943,0.923076923,0.920544606,0.926095029,0.905779179,0.964745117,0.935301479,0.898325847,0.958429011,0.862962963,0.912312093,0.916736754,0.92831593,0.935233379,0.950594121,0.9375,0.952380952,0.948157333,0.917176209,0.948999354,0.935192953,0.904522613,0.949189017,0.938086304,0.923076923,0.939130435,0.950279494,0.947105075,0.965850293,0.933762926,0.930465233,0.921331421,0.929191489,0.924863222,0.89545411,0.944232599,0.927406827,0.929648241,0.925502969,0.97029703,0.952386746,0.971659919,0.934216537,0.900269542,0.958333333,0.961403509,0.910962737,0.960784314,0.912602666,0.938086304,0.950395998,0.961645359,0.956900975,0.961080191,0.947105075,0.941999394,0.953072567,0.936170213,0.926111322,0.958383353,0.935189213,0.9479407,0.96656535,0.967948535,0.979462088,0.989361702,0.981117618,0.963745893,0.959886519,0.960548885,0.972603101,0.954549291,0.971326071,0.9787318,0.97583911,0.980145827,0.986277873,0.953194987,0.950594121,0.95,0.965078872,0.947061892,0.918616434,0.993701889,0.96809086
